Age,AnnualIncomeUSD,City,CompanySize,CompanyType,CurrentWorkplaceExperience,Domain,Education,EnglishLevel,IsStudyingCurrently,JobTitle,MonthlySalaryUAH,ProgrammingLanguage,ResponseDate,Sex,Specialization,TotalWorkExperience,University,UserAgent
28,31680,Mykolaiv,11-50 employees,Product,3.0,"Web Development,eCommerce",Higher,Pre-Intermediate,False,Senior Software Engineer,73920,PHP,11/06/2018 19:51:44,male,,5.0,NUOS,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/66.0.3359.181 Chrome/66.0.3359.181 Safari/537.36"
25,15600,Kyiv,1001+ employees,Outsourcing,1.0,Web Development,Higher,Elementary,False,Junior Software Engineer,36400,JavaScript,11/06/2018 19:52:43,male,,2.0,Other,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi 5 Plus Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
27,21600,Other,201-1000 employees,Outsourcing,1.0,Web Development,Higher,Upper-Intermediate,False,Software Engineer,50400,JavaScript,11/06/2018 19:53:04,female,,3.0,DNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
23,33600,Kyiv,51-200 employees,Product,0.0,Web Development,Unfinished higher,Intermediate,False,Software Engineer,78400,Golang,11/06/2018 19:53:15,male,,3.0,KhPI,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi 4X Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
24,7200,Kyiv,1-10 employees,Outsourcing,1.0,Web Development,Higher,Pre-Intermediate,False,Junior Software Engineer,16800,JavaScript,11/06/2018 19:53:40,male,,1.0,KNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.88"
23,21000,Kharkiv,1001+ employees,Outsourcing,1.0,Web Development,Higher,Upper-Intermediate,False,Software Engineer,49000,JavaScript,11/06/2018 19:55:14,male,,2.0,KhNEU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
22,12000,Kyiv,11-50 employees,Outsourcing,0.0,Web Development,Unfinished higher,Intermediate,True,Software Engineer,28000,Java,11/06/2018 19:55:32,male,,1.0,KPI,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
21,7200,Other,201-1000 employees,Product,0.5,Web Development,Unfinished higher,Pre-Intermediate,True,Junior Software Engineer,16800,Java,11/06/2018 19:55:38,male,,1.0,Other,"Mozilla/5.0 (Linux; Android 8.0.0; Mi A1 Build/OPR1.170623.026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
43,17100,Kyiv,1-10 employees,Product,2.0,"Banking and Finance,Other",Higher,Pre-Intermediate,False,Software Engineer,39900,SQL,11/06/2018 19:58:16,male,,8.0,DonNTU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
22,9000,Sumy,1-10 employees,Product,1.0,Web Development,Unfinished higher,Intermediate,True,Software Engineer,21000,PHP,11/06/2018 19:59:58,male,,2.0,SumSU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
23,16800,Lviv,201-1000 employees,Outsourcing,0.0,"Web Development,Banking and Finance",Higher,Pre-Intermediate,False,Software Engineer,39200,Java,11/06/2018 20:02:48,male,,2.0,LNU,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi 4X Build/N2G47H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36"
29,5400,Odesa,11-50 employees,Outstaffing,0.5,"Web Development,eCommerce",Two higher,Upper-Intermediate,False,Junior Software Engineer,12600,Python,11/06/2018 20:05:06,male,,0.5,Other,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0
29,21600,Kyiv,11-50 employees,Product,6.0,"Android,iOS",Unfinished higher,Upper-Intermediate,False,Senior Software Engineer,50400,C#/.NET,11/06/2018 20:05:42,male,,7.0,DonNTU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
21,30000,Kyiv,1001+ employees,Outstaffing,0.0,"Web Development,eCommerce",Higher,Upper-Intermediate,True,Software Engineer,70000,C#/.NET,11/06/2018 20:07:18,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
22,22800,Kyiv,51-200 employees,Product,0.25,"Web Development,System Programming",Higher,Upper-Intermediate,True,Software Engineer,53200,PHP,11/06/2018 20:07:27,male,,2.0,KPI,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi 5 Plus Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
24,28200,Lviv,201-1000 employees,Outsourcing,3.0,Web Development,Higher,Upper-Intermediate,False,Software Engineer,65800,Java,11/06/2018 20:08:45,male,,3.0,Lviv Polytechnic,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
22,4800,Vinnytsia,1-10 employees,Startup,0.0,Web Development,Two higher,Intermediate,False,Junior Software Engineer,11200,JavaScript,11/06/2018 20:09:16,male,,0.0,DonNU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
26,6360,Kyiv,51-200 employees,Outsourcing,0.5,Web Development,Unfinished higher,Pre-Intermediate,True,Junior Software Engineer,14840,JavaScript,11/06/2018 20:11:00,male,,0.5,KPI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36"
24,10800,Kyiv,11-50 employees,Outsourcing,1.0,"Web Development,Corporate Systems",Higher,Intermediate,False,Software Engineer,25200,JavaScript,11/06/2018 20:12:28,male,,1.5,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.68"
25,36000,Kharkiv,11-50 employees,Outstaffing,0.0,iOS,Higher,Advanced,False,Software Engineer,84000,Swift,11/06/2018 20:13:07,male,,3.0,KhNU (Kharkiv),"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1"
19,7200,Kyiv,11-50 employees,Outstaffing,0.25,"Web Development,Other",Unfinished higher,Upper-Intermediate,True,Junior Software Engineer,16800,Java,11/06/2018 20:13:38,male,,0.25,KPI,"Mozilla/5.0 (Linux; Android 7.1.2; M6 Note Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
23,24000,Kyiv,1001+ employees,Outsourcing,1.0,"Web Development,Banking and Finance",Unfinished higher,Intermediate,False,Software Engineer,56000,Java,11/06/2018 20:14:13,male,,1.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
33,4200,Remote,1-10 employees,Startup,1.5,Other,Higher,Pre-Intermediate,False,Software Engineer,9800,Java,11/06/2018 20:14:38,male,,1.5,DNU,"Mozilla/5.0 (Linux; Android 5.1; m2 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
25,9600,Ternopil,11-50 employees,Product,2.0,"Web Development,eCommerce",Higher,Elementary,False,Software Engineer,22400,PHP,11/06/2018 20:17:07,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
33,7200,Poltava,51-200 employees,Outsourcing,2.0,Web Development,Higher,Intermediate,False,Software Engineer,16800,PHP,11/06/2018 20:18:30,male,,2.0,DonNTU,"Mozilla/5.0 (Linux; Android 5.1; m2 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
22,8400,Zaporizhia,51-200 employees,Outsourcing,0.5,Web Development,Higher,Intermediate,True,Junior Software Engineer,19600,Ruby/Rails,11/06/2018 20:19:01,female,,0.5,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.88"
33,30000,Vinnytsia,201-1000 employees,Product,0.0,Gamedev,Higher,Pre-Intermediate,False,Senior Software Engineer,70000,C#/.NET,11/06/2018 20:19:09,male,,6.0,DonNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
23,6000,Zaporizhia,51-200 employees,Outstaffing,0.5,Web Development,Unfinished higher,Upper-Intermediate,False,Junior Software Engineer,14000,JavaScript,11/06/2018 20:19:23,male,,0.5,ZNTU,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1"
21,3600,Kyiv,51-200 employees,Outsourcing,0.25,Web Development,Unfinished higher,Pre-Intermediate,True,Junior Software Engineer,8400,Java,11/06/2018 20:21:49,male,,0.25,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
20,3840,Lviv,201-1000 employees,Outsourcing,0.0,Multimedia,Unfinished higher,Intermediate,True,Junior Software Engineer,8960,Python,11/06/2018 20:22:12,male,,0.0,Lviv Polytechnic,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/67.0.3396.62 Chrome/67.0.3396.62 Safari/537.36"
28,48000,Kyiv,1001+ employees,Outsourcing,0.25,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,112000,JavaScript,11/06/2018 20:23:10,male,,4.0,KNUSA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
40,21600,Dnipro,1001+ employees,Outsourcing,0.25,"Web Development,Banking and Finance",Two higher,Upper-Intermediate,False,Software Engineer,50400,Java,11/06/2018 20:23:27,male,,1.0,DNU,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
28,16800,Kyiv,201-1000 employees,Product,2.0,"Web Development,Corporate Systems",Higher,Intermediate,False,Software Engineer,39200,JavaScript,11/06/2018 20:24:44,male,,2.0,KPI,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0
23,27600,Kyiv,201-1000 employees,Outstaffing,1.0,"Web Development,Corporate Systems",Higher,Intermediate,False,Senior Software Engineer,64400,JavaScript,11/06/2018 20:25:36,male,,3.0,KPI,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A5288q [FBAN/FBIOS;FBAV/175.0.0.47.102;FBBV/112197024;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/12.0;FBSS/3;FBCR/lifecell;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]"
23,8400,Dnipro,11-50 employees,Outsourcing,3.0,Web Development,Higher,Intermediate,False,Software Engineer,19600,JavaScript,11/06/2018 20:26:10,female,,3.0,DNU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.88"
21,8880,Kyiv,1001+ employees,Outsourcing,0.5,"Web Development,Corporate Systems",Unfinished higher,Pre-Intermediate,True,Junior Software Engineer,20720,Java,11/06/2018 20:27:04,male,,1.5,NAU,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
25,7200,Odesa,1-10 employees,Outsourcing,1.5,Web Development,Higher,Upper-Intermediate,False,Software Engineer,16800,JavaScript,11/06/2018 20:27:28,male,,1.5,ONU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
20,6600,Kharkiv,11-50 employees,Product,0.5,Android,Unfinished higher,Upper-Intermediate,True,Junior Software Engineer,15400,Kotlin,11/06/2018 20:29:05,male,,0.5,KhNU (Kharkiv),"Mozilla/5.0 (Linux; Android 8.1.0; Z2 Plus Build/OPM2.171019.029.B1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
26,24600,Kyiv,201-1000 employees,Product,2.0,Desktop Applications,Higher,Intermediate,False,Software Engineer,57400,Objective-C,11/06/2018 20:29:08,female,,4.0,KPI,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1"
33,12000,Remote,11-50 employees,Outsourcing,0.0,"Desktop Applications,Web Development",Higher,Advanced,False,Senior Software Engineer,28000,C#/.NET,11/06/2018 20:29:35,male,,10.0,DonNTU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
20,8400,Vinnytsia,1-10 employees,Product,1.5,"Android,Other",Higher,Intermediate,True,Junior Software Engineer,19600,Java,11/06/2018 20:29:38,male,,1.5,VNTU,"Mozilla/5.0 (Linux; Android 7.1.2; Swift 2 Plus Build/N2G48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
30,24000,Odesa,1-10 employees,Product,0.25,"Web Development,Corporate Systems",Secondary,Pre-Intermediate,False,Software Engineer,56000,Python,11/06/2018 20:30:13,male,,3.0,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/66.0.3359.181 Chrome/66.0.3359.181 Safari/537.36"
21,6000,Zaporizhia,1-10 employees,Outsourcing,0.25,Web Development,Higher,Pre-Intermediate,True,Junior Software Engineer,14000,JavaScript,11/06/2018 20:31:07,male,,1.0,ZNTU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
28,19200,Kyiv,51-200 employees,Outsourcing,0.25,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,44800,Python,11/06/2018 20:32:09,male,,4.0,Other,"Mozilla/5.0 (Linux; Android 5.0.2; Redmi Note 2 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36 OPR/46.3.2246.127744"
36,36000,Odesa,201-1000 employees,Outsourcing,5.0,Android,Two higher,Intermediate,False,Senior Software Engineer,84000,Java,11/06/2018 20:32:16,male,,10.0,ONPU,"Mozilla/5.0 (Linux; Android 7.0; SM-G935F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.68 Mobile Safari/537.36"
26,24000,Kyiv,201-1000 employees,Outsourcing,0.0,"Web Development,Banking and Finance",Unfinished higher,Upper-Intermediate,False,Software Engineer,56000,JavaScript,11/06/2018 20:32:17,male,,2.0,KhPI,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
20,18000,Zaporizhia,11-50 employees,Outsourcing,0.5,Android,Higher,Upper-Intermediate,True,Software Engineer,42000,Java,11/06/2018 20:32:27,male,,1.0,Other,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0
30,39000,Kyiv,1-10 employees,Outsourcing,0.5,"Web Development,Multimedia",Higher,Intermediate,False,Senior Software Engineer,91000,Java,11/06/2018 20:34:40,male,,2.0,VNTU,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
23,36000,Kyiv,11-50 employees,Product,3.0,"Web Development,Banking and Finance",Vocational,Upper-Intermediate,False,Senior Software Engineer,84000,Python,11/06/2018 20:34:45,male,,3.0,,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 [FBAN/FBIOS;FBAV/175.0.0.47.102;FBBV/112197024;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/11.4;FBSS/2;FBCR/lifecell;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]"
22,15600,Kharkiv,1001+ employees,Outsourcing,1.0,"Web Development,eCommerce",Higher,Upper-Intermediate,True,Software Engineer,36400,Java,11/06/2018 20:35:36,male,,1.0,KhPI,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0
33,7200,Dnipro,1001+ employees,Outsourcing,0.5,Corporate Systems,Two higher,Upper-Intermediate,False,Junior Software Engineer,16800,Java,11/06/2018 20:36:05,male,,1.0,Other,"Mozilla/5.0 (Linux; Android 5.0.2; SM-A300H Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
22,18000,Kyiv,11-50 employees,Outsourcing,2.0,iOS,Higher,Intermediate,False,Software Engineer,42000,Swift,11/06/2018 20:36:35,male,,2.0,KPI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
39,36000,Kyiv,1001+ employees,Outsourcing,1.5,Android,Two higher,Pre-Intermediate,False,Software Engineer,84000,C++,11/06/2018 20:36:47,male,,6.0,Other,"Mozilla/5.0 (Linux; Android 8.0.0; LG-H930 Build/OPR1.170623.026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
30,48000,Vinnytsia,1-10 employees,Startup,1.0,Web Development,Higher,Upper-Intermediate,False,Senior Software Engineer,112000,Ruby/Rails,11/06/2018 20:38:38,male,,10.0,VNTU,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 [FBAN/FBIOS;FBAV/175.0.0.47.102;FBBV/112197024;FBDV/iPhone8,4;FBMD/iPhone;FBSN/iOS;FBSV/11.4;FBSS/2;FBCR/lifecell;FBID/phone;FBLC/ru_RU;FBOP/5;FBRV/0]"
27,9600,Kyiv,11-50 employees,Outsourcing,0.5,Web Development,Higher,Intermediate,False,Software Engineer,22400,JavaScript,11/06/2018 20:39:07,male,,0.5,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
26,3600,Other,51-200 employees,Outsourcing,0.0,"Web Development,Corporate Systems",Higher,Pre-Intermediate,False,Junior Software Engineer,8400,Java,11/06/2018 20:39:25,male,,0.0,Other,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
24,21600,Kyiv,1-10 employees,Outsourcing,0.5,"iOS,Web Development",Higher,Elementary,False,Software Engineer,50400,JavaScript,11/06/2018 20:39:26,male,,3.0,NAU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
23,22800,Kharkiv,11-50 employees,Outsourcing,3.0,Web Development,Unfinished higher,Intermediate,True,Software Engineer,53200,PHP,11/06/2018 20:40:22,male,,3.0,KhPI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
30,48000,Odesa,11-50 employees,Outstaffing,2.0,"Web Development,eCommerce",Higher,Intermediate,False,Senior Software Engineer,112000,Python,11/06/2018 20:40:31,male,,8.0,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
23,24000,Kharkiv,11-50 employees,Outsourcing,3.0,Web Development,Higher,Intermediate,False,Software Engineer,56000,JavaScript,11/06/2018 20:41:48,male,,3.0,KhPI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
25,13200,Mykolaiv,11-50 employees,Outsourcing,0.5,"Web Development,eCommerce",Unfinished higher,Upper-Intermediate,False,Software Engineer,30800,Java,11/06/2018 20:42:46,male,,2.0,NUOS,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36"
26,31200,Lviv,11-50 employees,Outsourcing,4.0,iOS,Higher,Intermediate,False,Software Engineer,72800,Swift,11/06/2018 20:42:56,male,,4.0,Lviv Polytechnic,"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 5X Build/OPM4.171019.016.A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
21,24000,Kyiv,51-200 employees,Product,0.5,"Desktop Applications,Gamedev",Higher,Advanced,True,Junior Software Engineer,56000,C++,11/06/2018 20:43:42,male,,0.5,KNU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
27,4800,Kyiv,11-50 employees,Outsourcing,0.0,Web Development,Higher,Elementary,False,Junior Software Engineer,11200,JavaScript,11/06/2018 20:43:51,male,,1.5,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
32,34800,Other,201-1000 employees,Product,0.5,"Web Development,Banking and Finance",Higher,Upper-Intermediate,False,Software Engineer,81200,Java,11/06/2018 20:46:10,male,,10.0,Other,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi 4X Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
27,12000,Kharkiv,201-1000 employees,Outsourcing,2.0,Web Development,Higher,Intermediate,False,Software Engineer,28000,JavaScript,11/06/2018 20:47:08,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.17 Safari/537.36"
24,14400,Kyiv,11-50 employees,Outsourcing,1.0,Web Development,Higher,Intermediate,False,Software Engineer,33600,JavaScript,11/06/2018 20:48:11,male,,2.0,KPI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
22,20520,Kyiv,1001+ employees,Outsourcing,1.5,Web Development,Higher,Intermediate,True,Software Engineer,47880,JavaScript,11/06/2018 20:50:28,male,,1.5,KPI,"Mozilla/5.0 (Linux; Android 8.0.0; Mi MIX 2 Build/OPR1.170623.027) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.81 Mobile Safari/537.36"
30,6540,Lviv,1001+ employees,Outsourcing,0.5,Web Development,Higher,Intermediate,False,Junior Software Engineer,15260,Python,11/06/2018 20:50:28,male,,0.5,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.88"
23,8400,Kyiv,11-50 employees,Outsourcing,0.25,Web Development,Higher,Intermediate,False,Software Engineer,19600,PHP,11/06/2018 20:50:43,male,,2.0,DonNTU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
34,19200,Kharkiv,51-200 employees,Outsourcing,0.5,,Higher,Pre-Intermediate,False,Software Engineer,44800,PHP,11/06/2018 20:50:47,male,,3.0,KhAI,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
21,5400,Kyiv,1-10 employees,Outsourcing,0.5,Web Development,Unfinished higher,Pre-Intermediate,True,Junior Software Engineer,12600,JavaScript,11/06/2018 20:53:01,male,,0.5,KPI,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.88"
30,18000,Kyiv,11-50 employees,Product,0.5,"Corporate Systems,Other",Higher,Upper-Intermediate,False,Software Engineer,42000,Java,11/06/2018 20:55:14,male,,2.0,KPI,"Mozilla/5.0 (Linux; Android 7.1.1; MI MAX 2 Build/NMF26F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.81 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/175.0.0.40.97;]"
34,12000,Cherkasy,201-1000 employees,Outsourcing,1.5,"Web Development,eCommerce",Higher,Pre-Intermediate,False,Junior Software Engineer,28000,Java,11/06/2018 20:55:30,male,,1.5,Other,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36"
29,42000,Dnipro,11-50 employees,Product,3.0,"Web Development,Banking and Finance",Higher,Upper-Intermediate,False,Software Engineer,98000,PHP,11/06/2018 20:56:30,male,,5.0,DNUZT,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
28,6600,Zaporizhia,11-50 employees,Outsourcing,0.5,"Web Development,eCommerce",Higher,Elementary,False,Junior Software Engineer,15400,PHP,11/06/2018 20:56:31,male,,2.0,ZNTU,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.88"
24,17400,Rivne,51-200 employees,Outsourcing,1.0,Web Development,Higher,Intermediate,False,Software Engineer,40600,C#/.NET,11/06/2018 20:56:34,male,,2.0,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36"
